Feed,Publish_DT,Title,Summary,Author,Link
Climate,2021-12-08 10:00:00,The Achilles’ Heel of Biden’s Climate Plan? Coal Miners.,"Unions representing other workers affected by climate legislation have struck deals, but opposition from coal miners has persisted, complicating the path to enactment.", ,https://www.nytimes.com/2021/12/08/business/economy/coal-miners-unions-climate.html
Climate,2021-12-08 19:34:00,The Climate Bill Includes Billions in Funding. Will It Be Spent Fairly?,"The infrastructure measure funds programs that tend to favor wealthy, white communities.", ,https://www.nytimes.com/2021/12/08/climate/climate-justice-nyt-newsletter.html
Climate,2021-12-08 23:45:00,"After Warm Start to Snow Season, Colorado Resorts Look for Relief",Record high temperatures have left mountain resorts across the state reliant on artificial snow. Winter storms predicted for this week could change that., ,https://www.nytimes.com/2021/12/08/us/colorado-winter-weather-snow.html
Climate,2021-12-10 11:34:00,Earth Is Getting a 'Black Box' Because of Climate Change,"When a plane crashes, its flight recorder is critical to piecing together the missteps that led to calamity. Now the planet is getting its own in case it self-destructs.", ,https://www.nytimes.com/2021/12/09/world/australia/earth-black-box-climate-change.html
Climate,2021-12-10 14:00:00,"Ryan Gellert, Patagonia's C.E.O., Has a Mission: 'Save Our Home Planet'",Ryan Gellert is worried about the world his children will inherit and is trying to use business to combat climate change., ,https://www.nytimes.com/2021/12/10/business/ryan-gellert-patagonia-corner-office.html
Climate,2021-12-10 14:59:00,Edelman Criticized for Work With Oil Companies,"Edelman has worked for Exxon Mobil and Shell while making strong public statements in favor of environmental sustainability. At a recent companywide meeting, employees had some sharp questions.", ,https://www.nytimes.com/2021/12/10/business/media/a-p-r-giant-is-caught-between-climate-pledges-and-fossil-fuel-clients.html
Science,2021-12-11 10:00:00,Hydra DNA Reveals There’s More Than One Way to Regrow a Head,Researchers pinpointed the genetic machinery behind some of these tiny creatures’ amazing powers of regeneration., ,https://www.nytimes.com/2021/12/11/science/hydra-regrow-head.html
Climate,2021-12-11 10:00:00,"First Fires, Then Floods: Climate Extremes Batter Australia",Many of the same areas that suffered through horrific bush fires in 2019 and 2020 are now dealing with prodigious rainfall that could leave some people stranded for weeks., ,https://www.nytimes.com/2021/12/11/world/australia/flooding-fire-climate-australia.html
Climate,2021-12-13 00:54:00,'Don't Look Up' Nails the Media Apocalypse,"With “Don’t Look Up,” Adam McKay makes a star-studded allegorical satire that shows the news media whistling past the climate-change graveyard.", ,https://www.nytimes.com/2021/12/12/business/media/dont-look-up-news-media.html
Most Viewed,2021-12-13 01:52:00,Chris Wallace Leaves Fox News as Right-Wing Hosts Hold Sway,"The “Fox News Sunday” anchor had been with the network for 18 years, and often dissented from the views of his pro-Trump colleagues.", ,https://www.nytimes.com/2021/12/12/business/media/chris-wallace-fox-news.html
Most Viewed,2021-12-13 04:09:00,Peloton Responds to 'And Just Like That' Appearance,"A Peloton stationary bike played a pivotal role on the new HBO Max “Sex and the City” revival, whose premiere preceded a drop in the company’s stock price on Friday.", ,https://www.nytimes.com/2021/12/11/arts/television/peloton-sex-and-the-city.html
Most Viewed,2021-12-13 05:21:00,"Her Instagram Handle Was ‘Metaverse.’ Last Month, It Vanished.","Five days after Facebook changed its name to Meta, an Australian artist found herself blocked, with seemingly no recourse, from an account documenting nearly a decade of her life and work.", ,https://www.nytimes.com/2021/12/13/technology/instagram-handle-metaverse.html
Real Estate,2021-12-13 14:00:00,"What $2.8 Million Buys You in Carmel, Los Angeles and Sunnyvale","A storybook cottage in Carmel, a renovated 1936 house in Los Angeles and an updated midcentury home in Sunnyvale.", ,https://www.nytimes.com/2021/12/13/realestate/home-prices-california.html
Climate,2021-12-13 14:44:00,Looking for a Way to Soup Up Your Car? Go Electric.,"It may not be cheap, but swapping the combustion engine in your car for an electric one is getting easier.", ,https://www.nytimes.com/2021/12/13/business/car-electric-engine-retrofitting.html
Climate,2021-12-13 14:49:00,Do You Know Where Your Sweater Came From?,Loro Piana makes some of the world’s most luxurious cashmere. Now you can trace every step of its journey from Mongolia to Madison Avenue., ,https://www.nytimes.com/2021/12/12/style/loro-piana-baby-cashmere-traceability.html
Economy,2021-12-13 15:14:00,New York Food Banks Expand to Meet Demand for Aid in the Pandemic,The city’s aid organizations are facing labor shortages and supply chain disruptions in their effort to help the 1.5 million New Yorkers who cannot afford food., ,https://www.nytimes.com/2021/12/13/business/economy/new-york-food-banks-pandemic.html
Most Viewed,2021-12-13 15:16:00,We’re Edging Closer to Civil War,I see too many uneasy parallels between what was happening nearly 200 years ago and what is happening now over abortion., ,https://www.nytimes.com/2021/12/12/opinion/abortion-rights-america.html
Climate,2021-12-13 17:41:00,Biden Orders Federal Vehicles and Buildings to Use Renewable Energy by 2050,"Under an executive order, the federal government would phase out the purchase of gasoline-powered vehicles, and its buildings would be powered by wind, solar or other clean energy.", ,https://www.nytimes.com/2021/12/08/climate/biden-government-carbon-neutral.html
Climate,2021-12-13 21:51:00,Russia Blocks U.N. Move to Treat Climate as Security Threat,The Russian veto of a widely supported Security Council resolution pointed to the difficulty of achieving a unified response to global warming., ,https://www.nytimes.com/2021/12/13/world/americas/un-climate-change-russia.html
Homepage USA,2021-12-13 22:11:00,The 10 Best Podcasts of 2021,"Shows about Chippendales, a notorious Hollywood bomb, the search for the perfect pasta shape and the immediate aftermath of 9/11 are among those worthy of your attention.", ,https://www.nytimes.com/2021/12/01/arts/best-podcasts.html
Economy,2021-12-13 22:25:00,Workers in Europe Are Demanding Higher Pay as Inflation Soars,"Prices are rising at the fastest rate on record, and unions want to keep up. Policymakers worry that might make inflation worse.", ,https://www.nytimes.com/2021/12/13/business/workers-pay-europe-inflation.html
Most Viewed,2021-12-14 02:25:00,"As U.S. Covid Deaths Near 800,000, 1 of Every 100 Older Americans Has Perished","They are among the most vaccinated groups, but people 65 and older make up about three-quarters of the nation’s coronavirus death toll.", ,https://www.nytimes.com/2021/12/13/us/covid-deaths-elderly-americans.html
Climate,2021-12-14 18:46:00,"Fires, Landslides, Lack of Snow: The Ski Industry Girds for Battle","From firestorms in California’s Tahoe region to melting glaciers in the Alps, ski areas face a daunting array of environmental threats. Here’s what some resorts are doing.", ,https://www.nytimes.com/2021/12/14/travel/global-warming-ski-resort.html
Most Viewed,2021-12-14 20:11:00,Omicron Is a Dress Rehearsal for the Next Pandemic,America’s response to the variant highlights both how much progress we have made over the past two years — and how much work remains., ,https://www.nytimes.com/2021/12/14/health/coronavirus-omicron-next-pandemic.html
Climate,2021-12-14 21:30:00,"Trends in Arctic Report Card: ‘Consistent, Alarming and Undeniable’","The changes happening at the top of the planet could unfold elsewhere in the years to come, scientists report.", ,https://www.nytimes.com/2021/12/14/climate/arctic-report-card-climate-change.html
Economy,2021-12-14 22:16:00,Why New York City’s Jobless Rate Is Double the Rest of the Country's,"The city has regained fewer than 6 of every 10 jobs it lost since the pandemic began, while the nation as a whole has regained more than 90 percent of lost jobs.", ,https://www.nytimes.com/2021/12/14/nyregion/nyc-economy-jobless.html
Most Emailed,2021-12-15 00:53:00,I’m Often Wide Awake at 3 A.M. How Do I Get Back to Sleep?,Sleep experts offer advice on sleeping soundly through the night., ,https://www.nytimes.com/2021/07/13/well/mind/sleep-insomnia-tips.html
Science,2021-12-15 03:49:00,Former Interns Say SpaceX Ignored Sexual Harassment,"Some women at the company, founded by Elon Musk, described feelings of powerlessness and a failure by the company’s human resources office to discipline male employees.", ,https://www.nytimes.com/2021/12/14/science/spacex-sexual-harassment.html
Economy,2021-12-15 03:52:00,How Inflation Affects Turkey's Struggling Economy,"Even before the pandemic, Turkey was trying to ward off financial meltdown. The crisis has accelerated as President Recep Tayyip Erdogan has doubled down on his unorthodox policies.", ,https://www.nytimes.com/2021/12/14/business/economy/turkey-inflation-economy-lira.html
Climate,2021-12-15 04:04:00,Heavy Rain and Snow Hit California,A weather system that has brought mudslides and dangerous driving conditions across the state could linger into Wednesday., ,https://www.nytimes.com/2021/12/14/us/california-snow-rain-storm.html
Technology,2021-12-15 10:00:00,Four Resolutions for a Healthier Tech Life in 2022,The tech world delivered many unpleasant surprises to us in the pandemic. We can learn from them., ,https://www.nytimes.com/2021/12/15/technology/personaltech/relationship-with-technology.html
Real Estate,2021-12-15 10:00:00,Gift Guide for Gardeners,"These tools are worth waiting for — even if they arrive late, thanks to supply-chain snarls or shipping delays.", ,https://www.nytimes.com/2021/12/15/realestate/gifts-for-gardeners.html
Economy,2021-12-15 12:57:00,"Charles R. Morris, Iconoclastic Author on Economics, Dies at 82","Resisting ideological labels, experienced in government and banking, he critiqued policymakers’ “good intentions” and the costs of health care and forecast the 2008 financial crisis.", ,https://www.nytimes.com/2021/12/13/business/economy/charles-r-morris-dead.html
Real Estate,2021-12-15 14:30:00,House Hunting on Mauritius: Indoor-Outdoor Flow in the Indian Ocean,"The Republic of Mauritius has seen demand plummet in the absence of tourists, but with many homeowners willing to wait, prices are stable.", ,https://www.nytimes.com/2021/12/15/realestate/mauritius-house-hunting.html
Economy,2021-12-15 14:49:00,Biden’s China Dilemma: How to Enforce Trump’s Trade Deal,The Biden administration must decide whether to enforce a Trump-era trade deal that has not fulfilled its promise., ,https://www.nytimes.com/2021/12/15/business/economy/china-trump-trade-deal-biden.html
Economy,2021-12-15 16:19:00,Retail Sales Rose in November as Holiday Shopping Began,The increase in spending continued for a fourth straight month despite an increase in coronavirus cases and higher prices., ,https://www.nytimes.com/2021/12/15/business/economy/november-2021-retail-sales.html
Real Estate,2021-12-15 16:27:00,"$600,000 Homes in Virginia, Kentucky and Missouri","A stone cottage in Alexandria, a 1915 bungalow in Louisville and a two-bedroom penthouse condominium in St. Louis.", ,https://www.nytimes.com/2021/12/15/realestate/600000-homes-in-virginia-kentucky-and-missouri.html
Science,2021-12-15 17:01:00,NASA Mission Could Blast an Asteroid That Once Menaced Earth,"The OSIRIS-REX spacecraft, which collected samples from the asteroid Bennu, would visit a second space rock, Apophis.", ,https://www.nytimes.com/2021/12/15/science/apophis-asteroid-osiris-rex.html
Most Shared,2021-12-15 17:32:00,Answers to Your Questions About Covid Booster Shots and Omicron,"Alarmed by the arrival of the new variant, health officials have called for everyone who is eligible to get a booster shot.", ,https://www.nytimes.com/article/booster-shots-questions-answers.html
Economy,2021-12-15 17:55:00,How Inflation Concerns May Affect Prices,"Age, region, education and income all influence what people think consumer prices will be a few years from now. And that creates a policy puzzle.", ,https://www.nytimes.com/2021/12/14/business/economy/inflation-age-region-education-income.html
Climate,2021-12-15 18:42:00,See How the Antarctic Is Signaling Major Climate Disruption,We’ve visualized recent data from the Southern Ocean that has scientists increasingly worried., ,https://www.nytimes.com/2021/12/15/climate/nyt-climate-newsletter-antarctic.html
Science,2021-12-15 19:00:00,"C.D.C. Virus Tests Were Contaminated and Poorly Designed, Agency Says","An internal review documented two serious flaws in the test kits, which were distributed to public health laboratories in early 2020.", ,https://www.nytimes.com/2021/12/15/health/cdc-covid-tests-contaminated.html
Economy,2021-12-15 20:00:00,The Fed Meets Amid Faster Inflation and Prepares to React,"The Federal Reserve could announce plans to cut economic support faster, and may signal 2022 rate increases, at its Dec. 14-15 meeting.", ,https://www.nytimes.com/2021/12/14/business/economy/fed-meeting-inflation.html
Technology,2021-12-15 23:36:00,Apple Pushes Return to Office Date Back to T.B.D.,"The news came after three Apple stores were temporarily closed amid a spike of exposures. Workers will get $1,000 each to help furnish a home office.", ,https://www.nytimes.com/2021/12/15/technology/apple-return-to-work.html
Science,2021-12-16 00:30:00,"80,000 Honey Bees Found in Wall of Shower (Also, 100 Pounds of Honey)","“They were nice bees,” a St. Petersburg, Fla., homeowner said, but a bathroom renovation meant they had to go. A beekeeper safely removed them.", ,https://www.nytimes.com/2021/12/15/us/bee-hive-shower.html
Climate,2021-12-16 01:03:00,N.Y.C.’s Gas Ban Takes Fight Against Climate Change to the Kitchen,New York will become the nation’s largest city to enact a ban on gas heat and stoves in new buildings. It’s a major step away from fossil fuels that is expected to influence wider markets., ,https://www.nytimes.com/2021/12/15/nyregion/nyc-gas-stove-heat-ban.html
Science,2021-12-16 02:04:00,"Vaccines Prevent Severe Disease From Omicron, New Studies Say","In the lab, immune cells put up a strong fight against Omicron, suggesting that vaccines will be able to prevent the worst outcomes of the virus variant.", ,https://www.nytimes.com/2021/12/15/health/omicron-vaccine-severe-disease.html
Economy,2021-12-16 03:32:00,Fed Could Raise Rates 3 Times in 2022 and Speeds End of Bond-Buying,"With the economy healing, but price gains pinching consumers, officials are dialing back bond purchases and getting in position to raise interest rates (three are possible next year).", ,https://www.nytimes.com/2021/12/15/business/economy/inflation-fed-fomc-meeting-december-2021.html
Climate,2021-12-16 08:00:00,Turning Air Into Perfume,"Air Eau de Parfum smells like fig leaf, orange peel and jasmine. It comes from carbon emissions.", ,https://www.nytimes.com/2021/12/16/fashion/air-eau-de-parfum-perfume.html
Economy,2021-12-16 08:00:00,Battling for Bolivia’s Lithium That's Vital to Electric Cars,Chinese and Russian industrial giants seek to tap mineral deposits vital to electric cars. A Texas entrepreneur has his own strategy: the long game., ,https://www.nytimes.com/2021/12/16/business/energy-environment/bolivia-lithium-electric-cars.html
USA,2021-12-16 09:12:00,The Best (and Worst) Theater in Europe in 2021,The Times’s three European theater critics pick their favorite productions of the year — plus a turkey apiece for the festive season., ,https://www.nytimes.com/2021/12/16/theater/best-worst-theater-in-europe-2021.html
Climate,2021-12-16 10:00:00,Biden Administration Promises Stricter Regulation of Lead in Drinking Water,"The administration says it aims to replace all of the lead pipes and service lines in the country, an effort that could cost up to $60 billion.", ,https://www.nytimes.com/2021/12/16/climate/biden-lead-drinking-water.html
Science,2021-12-16 10:00:00,A Hair-Raising Hypothesis About Rodent Hair,"A new paper posits that the guard hairs of rodents and other small mammals may help sense the heat of predators, though more research is needed.", ,https://www.nytimes.com/2021/12/16/science/mice-hair-infrared.html
Real Estate,2021-12-16 14:00:00,Homes for Sale in Brooklyn and Manhattan,"This week’s properties are in Gowanus, Chelsea and Murray Hill.", ,https://www.nytimes.com/2021/12/16/realestate/housing-market-nyc.html
Real Estate,2021-12-16 14:30:00,America’s New Boom Towns,A new study reveals that smaller cities in the northwest corner of the country are growing especially quickly., ,https://www.nytimes.com/2021/12/16/realestate/americas-new-boom-towns.html
Science,2021-12-16 16:02:00,How to Scare an Invasive Fish? A Menacing Robot Predator.,"The mosquitofish is wreaking havoc on native Australian marine life. In a new study, scientists tried to frighten it with a look-alike of its natural foe.", ,https://www.nytimes.com/2021/12/16/science/mosquitofish-robot.html
Climate,2021-12-16 16:27:00,Fight Over Gas Stoves and Furnaces in the Effort to Slow Climate Change,New York is the latest Democratic city aiming to fight climate change by ushering out stoves and furnaces that run on gas in favor of electric alternatives. But Republican states and the gas industry are fighting back., ,https://www.nytimes.com/2021/12/16/climate/gas-stoves-climate-change.html
Science,2021-12-16 17:23:00,'Sharks' Are Embattled Heroes at the American Museum of Natural History,"‘Sharks,’ a new exhibition at the American Museum of Natural History, proves that humans are far more dangerous to these animals than they are to us.", ,https://www.nytimes.com/2021/12/16/arts/design/sharks-american-museum-of-natural-history.html
Real Estate,2021-12-16 17:30:00,"Murray Hill, Manhattan: Flush With History, Now ‘Seeing a Transformation’","The East Side neighborhood, long a mecca for its nightlife, has suffered in the pandemic. But restaurants are reopening and construction noise is again filling the air.", ,https://www.nytimes.com/2021/12/15/realestate/murray-hill-nyc.html
Homepage USA,2021-12-16 18:16:00,An English City's Fight Against Loneliness,"Frome, a small city in England, has taken an innovative approach to mental health with its fight against loneliness.", ,https://www.nytimes.com/2021/12/15/business/england-city-fights-isolation.html
Technology,2021-12-16 18:25:00,It’s Your Printer’s Fault,The gadgets are too hard to use., ,https://www.nytimes.com/2021/12/16/technology/printer-router-modem-consumer-electronics.html
Real Estate,2021-12-16 19:29:00,"Sears, Struggling to Sell Goods, Markets a Valuable Asset: Real Estate","Many former stores are being overhauled for new retailers, but developers are installing high-end apartments, cutting-edge classrooms and even labs at sites around the country.", ,https://www.nytimes.com/2021/12/14/business/sears-real-estate.html
Science,2021-12-16 20:03:00,"At Last, a True Millipede That Actually Has 1,000 Legs or More",A species found deep underground in Western Australia shows that “millipede” is not always a misnomer., ,https://www.nytimes.com/2021/12/16/science/millipede-1000-legs.html
Science,2021-12-16 20:16:00,"In 50 Words, Tell Us Your Best Pandemic Story",We want to hear about your Covid memories., ,https://www.nytimes.com/2021/12/16/health/covid-pandemic-story.html
Science,2021-12-16 20:19:00,"Rapid Covid Tests for the Holidays: Your Questions, Answered",A federal plan to require health insurers to cover the cost of at-home tests is not yet in effect. But there are other options., ,https://www.nytimes.com/2021/12/16/health/coronavirus-testing-holidays.html
Technology,2021-12-16 20:30:00,Theranos and the Logic of Start-Up Bets,"In the start-up world, there can be big payoff for investing and little incentive for asking questions.", ,https://www.nytimes.com/2021/12/15/technology/theranos-start-up-investing.html
Economy,2021-12-16 21:55:00,"The World Economic Forum in Davos is still happening, for now.","A final decision on whether to cancel the event — which drew roughly 3,000 people before the pandemic — will be made by Jan. 6, 10 days before it is scheduled to start.", ,https://www.nytimes.com/2021/12/16/business/davos.html
Climate,2021-12-16 22:42:00,"Google Pledged to Remove Ads From Climate Denial Sites, but Many Still Run",Researchers found ads placed by Google on sites that falsely call global warming a hoax. The revenue those sites earn from the ads can fund further misinformation., ,https://www.nytimes.com/2021/12/16/climate/google-climate-denial-ads.html
Climate,2021-12-16 23:23:00,Joe Manchin Rejects Democratic Plan to Ban New Drilling in Atlantic and Pacific,"The senator from West Virginia, a coal and gas stronghold, has single-handedly stripped key elements from his party’s plan to tackle climate change.", ,https://www.nytimes.com/2021/12/16/climate/manchin-offshore-drilling-climate.html
Technology,2021-12-17 00:07:00,Elizabeth Holmes Trial: Closing Arguments Are Set to Begin,Jurors were asked to decide: Did Elizabeth Holmes intend to deceive her company’s investors and patients?, ,https://www.nytimes.com/2021/12/16/technology/closing-arguments-trial-elizabeth-holmes.html
Most Viewed,2021-12-17 00:37:00,F.D.A. Will Permanently Allow Abortion Pills by Mail,"The decision will broaden access to medication abortion, an increasingly common method, but many conservative states are already mobilizing against it.", ,https://www.nytimes.com/2021/12/16/health/abortion-pills-fda.html
Technology,2021-12-17 01:49:00,"G.M. Says Dan Ammann, C.E.O of Driverless Unit Cruise, Is Leaving","Expectations for autonomous vehicles have cooled since Mr. Ammann took over nearly three years ago, leaving his post as the president of General Motors.", ,https://www.nytimes.com/2021/12/16/business/gm-cruise-dan-ammann.html
Science,2021-12-17 02:59:00,Scientists Are Racing to Gauge the Threat of Omicron,"The variant will spread quickly through the United States, experts say. What happens after that is less certain.", ,https://www.nytimes.com/2021/12/16/health/coronavirus-omicron-variant.html
Economy,2021-12-17 04:17:00,"Omicron Is an Economic Threat, but Inflation Is Worse, Central Bankers Say","Within 24 hours, the Federal Reserve, Bank of England and European Central Bank all stepped forward to deal with price increases.", ,https://www.nytimes.com/2021/12/16/business/economy/omicron-inflation.html
Economy,2021-12-17 05:18:00,Jobless for a Year? Employment Gaps Might Be Less of a Problem Now.,People who were out of work for a while have typically found it much harder to get a job. The pandemic may have changed how employers view people who have been unemployed for months or years., ,https://www.nytimes.com/2021/12/15/business/economy/employment-resume-gaps.html
Most Viewed,2021-12-17 08:36:00,How Ashley Biden’s Diary Made Its Way to Project Veritas,New details shed light on the federal investigation into the conservative group’s acquisition last year of a journal kept by the president’s daughter., ,https://www.nytimes.com/2021/12/16/us/politics/ashley-biden-project-veritas-diary.html
Most Viewed,2021-12-17 12:52:00,Judge Overturns Purdue Pharma’s Opioid Settlement,"The ruling said the company’s owners, members of the Sackler family, could not receive protection from civil lawsuits in return for a $4.5 billion contribution.", ,https://www.nytimes.com/2021/12/16/health/purdue-pharma-opioid-settlement.html
Homepage USA,2021-12-17 15:00:00,The Most Adventurous Comedy Right Now Is Also the Most Real,"John Wilson, Eric Andre and others are drawing on unscripted encounters to elicit deeper laughs but also more vulnerable moments.", ,https://www.nytimes.com/2021/12/17/arts/television/comedy-eric-andre-john-wilson-borat.html
Technology,2021-12-17 15:42:00,Did You See What Big Bird Tweeted?,Social media is fueling our “parasocial relationships” with TV characters., ,https://www.nytimes.com/2021/12/17/style/sesame-street-social-media-parasocial-relationships.html
Economy,2021-12-17 17:00:00,"Climate Change an ‘Emerging Threat’ to U.S. Financial Stability, Regulators Say",The Financial Stability Oversight Council issued a formal warning on the economic damage that global warming could inflict., ,https://www.nytimes.com/2021/12/17/us/politics/climate-change-us-financial-threat.html
USA,2021-12-17 17:16:00,Here are the charges that Kimberly Potter faces.,"The police officer who shot and killed Mr. Wright during a traffic stop faces two felony counts; both are for manslaughter, not murder.", ,https://www.nytimes.com/live/2021/12/17/us/kim-potter-trial-daunte-wright/here-are-the-charges-that-kimberly-potter-faces
Climate,2021-12-17 18:17:00,What Role Does Climate Change Play in Wind Storms and Tornadoes?,"The science suggests that the United States can expect more unusual and severe storms as the world heats up, increasing the urgency for action to protect communities.", ,https://www.nytimes.com/2021/12/17/climate/wind-storms-tornadoes-climate-change.html
Most Emailed,2021-12-17 18:18:00,The 25 Essential Dishes to Eat in New York City,We asked six chefs and food experts to create a list of the most delicious and memorable plates in town., ,https://www.nytimes.com/2021/12/17/t-magazine/new-york-best-food-restaurants.html
Technology,2021-12-17 18:19:00,How Elizabeth Holmes Changed Her Style for Trial,"As the fraud trial of the Theranos founder draws to a close, could her new courtroom image affect the decision?", ,https://www.nytimes.com/2021/12/17/style/elizabeth-holmes-trial-makeover.html
Homepage USA,2021-12-17 18:58:00,A Harvard Scam and the Best Podcasts of 2021: The Week in Narrated Articles,"Five articles from around The Times, narrated just for you.", ,https://www.nytimes.com/2021/12/17/podcasts/narrated-articles-harvard-best-podcasts.html
Real Estate,2021-12-17 18:59:00,"You Love That House, but Should You Write a Love Letter?",A common practice in real estate is coming under new scrutiny because of concerns about discrimination. And one state has made it illegal., ,https://www.nytimes.com/2021/12/17/realestate/you-love-that-house-but-should-you-write-a-love-letter.html
Science,2021-12-17 19:20:00,The C.D.C. recommends that other vaccines be preferred over J.&J.,The agency’s advisers cited concerns about the increased incidence of a rare but potentially serious blood clotting condition among those who received the company’s shot., ,https://www.nytimes.com/2021/12/17/health/cdc-johnson-vaccine-blood-clot.html
Science,2021-12-17 21:23:00,C.D.C. Recommends Pfizer or Moderna Vaccines Over J.&J,"A committee of experts voted on a preference for the Moderna or Pfizer immunizations, citing the risk of blood clots linked to Johnson & Johnson’s product.", ,https://www.nytimes.com/2021/12/16/health/johnson-and-johnson-vaccine-blood-clots.html
Business,2021-12-17 23:33:00,Boeing Joins Other Federal Contractors in Dropping Vaccine Mandate,A court has blocked enforcement of President Biden’s executive order that had instructed federal contractors to require coronavirus vaccines for employees., ,https://www.nytimes.com/2021/12/17/business/boeing-vaccine-mandate.html
Most Emailed,2021-12-18 00:35:00,How a World War II Bomber Pilot Became 'the King of Artificial Trees',"Si Spiegel, a bomber pilot, can claim a dual legacy: as a war hero and as a father of the artificial tree.", ,https://www.nytimes.com/2021/12/17/nyregion/bomber-pilot-christmas-trees.html
Technology,2021-12-18 01:40:00,Elizabeth Holmes Trial Nears Finish as Closing Arguments End,The jury of eight men and four women will meet on Monday morning to consider wire fraud-related charges for claims made to Theranos’s investors and patients., ,https://www.nytimes.com/2021/12/17/technology/elizabeth-holmes-trial-closing-arguments.html
Science,2021-12-18 10:00:00,The E.R.A. Test Claims to Boost I.V.F. Success. The Science Is Unclear.,"I.V.F. patients are faced with a growing list of costly “add-ons.” For one such test, some say more robust research is needed to support its effectiveness.", ,https://www.nytimes.com/2021/12/18/health/ivf-era-test-igenomix.html
Economy,2021-12-18 10:00:00,"It’s Been a Home for Decades, but Legal Only a Few Months","California catches up with the reality that when it’s too hard to play by the rules, people convert the garage into an apartment anyway.", ,https://www.nytimes.com/2021/12/18/business/economy/california-housing.html
Business,2021-12-18 13:00:00,The Deals of the Year,DealBook recaps the most memorable moments of a record-breaking year in deal making., ,https://www.nytimes.com/2021/12/18/business/dealbook/deals-of-the-year.html
Business,2021-12-18 13:23:00,Early Decision Isn’t Binding. Let Us Explain.,"If you can’t afford the price a college quotes you, you don’t have to go. We corrected an N.Y.U. blog post and rewrote the Common App for you.", ,https://www.nytimes.com/2021/12/18/your-money/paying-for-college/early-decision-binding-nyu.html
Business,2021-12-18 14:43:00,Biden's Covid Vaccine Mandate Reinstated for Large Businesses,"The decision, by a split three-judge panel, overturned a ruling that had blocked a Biden administration rule requiring companies with 100 or more employees to mandate vaccinations or testing for workers.", ,https://www.nytimes.com/2021/12/17/business/osha-vaccine-mandate.html
Real Estate,2021-12-18 15:00:00,My Landlord Won't Replace My Refrigerator. What Can I Do?,"You could sue your landlord to get it fixed, or buy one on your own, even if your lease doesn’t allow for it.", ,https://www.nytimes.com/2021/12/18/realestate/my-landlord-didnt-follow-through-on-a-new-fridge-what-can-i-do.html
Most Viewed,2021-12-18 16:18:00,"The Future of ‘Spider-Man’ and the M.C.U., According to its Producers","The producers of “No Way Home” address questions about another trilogy, possibly putting MJ in a Spidey suit and convincing reluctant actors to reprise their roles.", ,https://www.nytimes.com/2021/12/17/movies/kevin-feige-amy-pascal-spider-man-no-way-home.html
USA,2021-12-18 17:45:00,Why Los Angeles Delayed Enforcing Its Student Vaccine Mandate,"As the deadline for compliance approached, the school board faced a difficult question: What would happen to the tens of thousands of students who were still not vaccinated?", ,https://www.nytimes.com/2021/12/18/us/los-angeles-vaccine-mandate-delayed.html
USA,2021-12-18 20:23:00,Kentucky Family of Seven Among Those Killed in Tornado,"A couple, their four children and a grandmother were among the victims in Bowling Green.", ,https://www.nytimes.com/2021/12/18/us/kentucky-tornado-family-deaths.html
Homepage USA,2021-12-18 21:58:00,The Biggest Celebrities of 2021,Today’s celebrities found a way to keep shining in a dark year., ,https://www.nytimes.com/2021/12/18/style/year-in-celebrities-2021.html
Sports,2021-12-19 00:31:00,Mets Hire Buck Showalter as Manager in Latest Win-Now Move,"The Mets opted for experience in their new manager, the latest acquisition in an off-season in which they have spent $254.5 million on veteran free agents.", ,https://www.nytimes.com/2021/12/18/sports/baseball/mets-buck-showalter.html
Real Estate,2021-12-19 01:39:00,Homes for Sale in New York and Connecticut,"This week’s properties are a four-bedroom in Setauket, N.Y., and a three-bedroom in Fairfield, Conn.", ,https://www.nytimes.com/2021/12/16/realestate/housing-market-near-nyc.html
USA,2021-12-19 03:39:00,"As Covid Surges, Experts Say U.S. Booster Effort Is Far Behind","The C.D.C. now recommends that all adults get a booster. But only one in six Americans has received that shot, worrying health officials.", ,https://www.nytimes.com/2021/12/18/us/omicron-booster-shots-americans.html
Sports,2021-12-19 08:00:00,The Rise of E-Sports Has Big Implications for Traditional Sports,"Kids were already drifting away from traditional sports before the pandemic, with ramifications for the entire sports industry. The trend has accelerated in the pandemic.", ,https://www.nytimes.com/2021/12/19/sports/esports-fans-leagues-games.html
Homepage USA,2021-12-19 10:00:00,"As a Black Bard of the South, Randall Kenan Toppled Monuments","Through his fictional North Carolina town of Tims Creek, the author brought his buried lineage front and center.", ,https://www.nytimes.com/2021/12/19/books/review/randall-kenan-visitation-of-spirits.html
Climate,2021-12-19 11:00:00,The Sunday Read: ‘What Does It Mean to Save a Neighborhood?’,"Nine years after Hurricane Sandy, residents of Lower Manhattan are still vulnerable to rising seas. The fight over a plan to protect them reveals why progress on our most critical challenges is so hard.", ,https://www.nytimes.com/2021/12/19/podcasts/the-daily/climate-change-new-york.html
Business,2021-12-19 12:00:00,The Week in Business: Taking On Inflation,"Central banks in the United States, Britain and the European Union took measures to address rapidly rising prices.", ,https://www.nytimes.com/2021/12/19/business/the-week-in-business-central-banks-inflation.html
Real Estate,2021-12-19 14:00:00,Homes That Sold for Around $1.35 Million,Recent residential sales in New York City and the region., ,https://www.nytimes.com/2021/12/19/realestate/homes-that-sold-for-around-1-35-million.html
