Feed,Publish_DT,Title,Summary,Author,Link
Tech,2021-12-23 15:30:00,Apple explains why its users should prefer Apple Maps over other rival maps, , ,https://timesofindia.indiatimes.com/gadgets-news/apple-explains-why-its-users-should-prefer-apple-maps-over-other-rival-maps/articleshow/88451587.cms
Entertainment,2021-12-23 15:31:00,Kangana: Nationalists are still ill-treated, , ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kangana-ranaut-post-her-hearing-at-khar-police-station-this-country-continues-to-ill-treat-nationalists/articleshow/88451467.cms
Tech,2021-12-23 15:42:00,Ways to fix your Instagram notifications if it is not working properly, , ,https://timesofindia.indiatimes.com/gadgets-news/ways-to-fix-your-instagram-notifications-if-it-is-not-working-properly/articleshow/88451737.cms
Business,2021-12-23 15:51:00,Air France-KLM to have ‘extensive codeshare’ with IndiGo, , ,https://timesofindia.indiatimes.com/business/india-business/air-france-klm-to-have-extensive-codeshare-with-indigo-from-february-2022/articleshow/88452067.cms
Business,2021-12-23 15:54:00,"Govt working to bring changes in GST Act, public platforms to support biz: Jayant Sinha", , ,https://timesofindia.indiatimes.com/business/india-business/govt-working-to-bring-changes-in-gst-act-public-platforms-to-support-biz-jayant-sinha/articleshow/88452131.cms
Tech,2021-12-23 15:59:00,"This Chrome browser version may bring down thousands of websites, here’s why", , ,https://timesofindia.indiatimes.com/gadgets-news/this-chrome-browser-version-may-bring-down-thousands-of-websites-heres-why/articleshow/88452135.cms
World,2021-12-23 16:04:00,German health minister expects virus surge around New Year's, , ,https://timesofindia.indiatimes.com/world/europe/german-health-minister-expects-virus-surge-around-new-years/articleshow/88452306.cms
Sports,2021-12-23 16:05:00,'Have you eaten well?' Srikanth reveals conversation with his mother after historic World Championships silver, , ,https://timesofindia.indiatimes.com/sports/badminton/have-you-eaten-well-kidambi-srikanth-reveals-conversation-with-his-mother-who-never-watches-his-matches-after-historic-world-championships-silver/articleshow/88451949.cms
Tech,2021-12-23 16:05:00,Here’s why Samsung paused the rollout of One UI 4.0, , ,https://timesofindia.indiatimes.com/gadgets-news/heres-why-samsung-paused-the-rollout-of-one-ui-4-0/articleshow/88452358.cms
World,2021-12-23 16:06:00,China's Sinovac Covid-19 booster weaker against Omicron: Study, , ,https://timesofindia.indiatimes.com/world/china/chinas-sinovac-covid-19-booster-weaker-against-omicron-study/articleshow/88452287.cms
Entertainment,2021-12-23 16:07:00,Kailas Menon on his upcoming project Vaashi, , ,https://timesofindia.indiatimes.com/entertainment/malayalam/movies/news/exclusive-kailas-menon-opens-up-on-his-upcoming-project-vaashi-starring-tovino-thomas-and-keerthy-suresh-deets-inside/articleshow/88452325.cms
Cricket,2021-12-23 16:08:00,Morgan to captain makeshift England T20 squad in West Indies, , ,https://timesofindia.indiatimes.com/sports/cricket/news/morgan-to-captain-makeshift-england-t20-squad-in-west-indies/articleshow/88452448.cms
Cricket,2021-12-23 16:18:00,"Ashes: Silverwood must get decisions right or face music, says Panesar", , ,https://timesofindia.indiatimes.com/sports/cricket/news/ashes-silverwood-must-get-decisions-right-or-face-music-says-panesar/articleshow/88452667.cms
Tech,2021-12-23 16:23:00,"Huawei P50 Pocket foldable smartphone launched in China: Price, specs and more", , ,https://timesofindia.indiatimes.com/gadgets-news/huawei-p50-pocket-foldable-smartphone-launched-in-china-price-specs-and-more/articleshow/88452776.cms
Tech,2021-12-23 16:25:00,Oppo K9x smartphone with 64MP camera launched in China, , ,https://timesofindia.indiatimes.com/gadgets-news/oppo-k9x-smartphone-with-64mp-camera-launched-in-china/articleshow/88452861.cms
Sports,2021-12-23 16:30:00,South Africa welcome back Olivier with open arms for India series, , ,https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/south-africa-welcome-back-duanne-olivier-with-open-arms-for-india-series/articleshow/88452975.cms
Sports,2021-12-23 16:32:00,Want to play against different types of opponents to gain experience: Lakshya, , ,https://timesofindia.indiatimes.com/sports/badminton/want-to-play-against-different-types-of-opponents-to-gain-experience-before-paris-olympics-lakshya-sen/articleshow/88452957.cms
Entertainment,2021-12-23 16:41:00,Nick Jonas showers praise on Priyanka, , ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/nick-jonas-showers-praise-on-wifey-priyanka-chopra-calls-the-matrix-resurrections-an-incredible-film/articleshow/88453265.cms
Cricket,2021-12-23 16:42:00,Collingwood to stand in as England coach for West Indies series, , ,https://timesofindia.indiatimes.com/sports/cricket/news/collingwood-to-stand-in-as-england-coach-for-west-indies-series/articleshow/88453324.cms
Entertainment,2021-12-23 16:45:00,ED to attach gifts given to Jacqueline, , ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/diamonds-earrings-cars-gifts-worth-10-crore-given-to-jacqueline-fernandez-will-be-attached-by-ed-report/articleshow/88453211.cms
Top Stories,2021-12-23 16:48:00,This Chrome version may bring down thousands of websites, , ,https://www.gadgetsnow.com/tech-news/this-chrome-browser-version-may-bring-down-thousands-of-websites-heres-why/articleshow/88452232.cms
Sports,2021-12-23 16:53:00,"FIH rankings: Indian men to finish 2021 in third spot, women drop to ninth", , ,https://timesofindia.indiatimes.com/sports/hockey/top-stories/fih-hockey-rankings-indian-men-to-finish-2021-in-third-spot-women-drop-to-ninth/articleshow/88453522.cms
Tech,2021-12-23 16:56:00,OnePlus 10 Pro display details revealed by CEO Pete Lau ahead of launch, , ,https://timesofindia.indiatimes.com/gadgets-news/oneplus-10-pro-display-details-revealed-by-ceo-pete-lau-ahead-of-launch/articleshow/88453724.cms
Sports,2021-12-23 16:57:00,Bajrang Punia stresses on taking balanced diet during school visit, , ,https://timesofindia.indiatimes.com/sports/more-sports/others/bajrang-punia-stresses-on-taking-balanced-diet-during-school-visit/articleshow/88453743.cms
World,2021-12-23 17:05:00,Pope demands humility in new zinger-filled Christmas speech, , ,https://timesofindia.indiatimes.com/world/europe/pope-demands-humility-in-new-zinger-filled-christmas-speech/articleshow/88453822.cms
Cricket,2021-12-23 17:07:00,Abid Ali advised two months' rest after angioplasty, , ,https://timesofindia.indiatimes.com/sports/cricket/news/abid-ali-advised-two-months-rest-after-angioplasty/articleshow/88453934.cms
Sports,2021-12-23 17:16:00,Suspended NDTL gets back WADA recognition: Sports Minister Thakur reveals, , ,https://timesofindia.indiatimes.com/sports/more-sports/others/national-dope-testing-laboratory-suspension-revoked-sports-minister-anurag-thakur-reveals/articleshow/88454241.cms
Entertainment,2021-12-23 17:16:00,"Akshay, Tiger's next to be titled Bade Miyan Chote Miyan", , ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/akshay-kumar-and-tiger-shroffs-next-likely-to-be-titled-bade-miyan-chote-miyan-exclusive/articleshow/88454070.cms
Tech,2021-12-23 17:18:00,Inbase launches Urban Fab smartwatch for kids in India: Price and other details, , ,https://timesofindia.indiatimes.com/gadgets-news/inbase-launches-urban-fab-smartwatch-for-kids-in-india-price-and-other-details/articleshow/88454328.cms
Tech,2021-12-23 17:44:00,LG to showcase 6G technology: Here’s how fast the data transfer could be, , ,https://timesofindia.indiatimes.com/gadgets-news/lg-to-showcase-6g-technology-heres-how-fast-the-data-transfer-could-be/articleshow/88455025.cms
Sports,2021-12-23 17:49:00,Andy Murray handed wild card in Australian Open main draw, , ,https://timesofindia.indiatimes.com/sports/tennis/top-stories/andy-murray-handed-wild-card-in-australian-open-main-draw/articleshow/88455181.cms
Sports,2021-12-23 17:50:00,"Liverpool v Leeds, Wolves v Watford games postponed due to Covid-19", , ,https://timesofindia.indiatimes.com/sports/football/epl/top-stories/liverpool-v-leeds-wolves-v-watford-games-postponed-due-to-rising-covid-19-cases/articleshow/88455165.cms
